cp_ville,Région,Département,Gazole,SP98,SP95,E85,E10,GPLc,Latitude,Longitude,Nombre de stations
21430 Liernais,Bourgogne-Franche-Comté,Côte-d'Or,1.978,2.085,2.046,,,,47.207,4.271,1
21440 Saint-Martin-du-Mont,Bourgogne-Franche-Comté,Côte-d'Or,1.889,1.909,,,1.869,,47.434212251702,4.8087298222509,1
21460 Toutry,Bourgogne-Franche-Comté,Côte-d'Or,1.949,1.999,1.979,,,,47.502,4.122,1
21460 Époisses,Bourgogne-Franche-Comté,Côte-d'Or,1.949,1.999,1.979,,1.949,,47.501,4.177,1
21490 Brognon,Bourgogne-Franche-Comté,Côte-d'Or,1.99,,,1.249,1.99,1.054,47.422140465593,5.1703182291236995,1
21490 Saint-Julien,Bourgogne-Franche-Comté,Côte-d'Or,1.849,1.859,,,1.799,,47.398372810000005,5.13312311,1
21500 Crépand,Bourgogne-Franche-Comté,Côte-d'Or,1.957,1.99,,,1.917,,47.616,4.318,1
21500 Fain-lès-Montbard,Bourgogne-Franche-Comté,Côte-d'Or,1.869,1.899,1.839,,1.799,,47.607,4.398,1
21500 Montbard,Bourgogne-Franche-Comté,Côte-d'Or,1.913,1.99,1.839,,1.858,,47.623602265779496,4.350666717150849,2
21510 Aignay-le-Duc,Bourgogne-Franche-Comté,Côte-d'Or,1.999,,2.049,,,,47.6639753145,4.7299228648,1
21530 La Roche-en-Brenil,Bourgogne-Franche-Comté,Côte-d'Or,1.899,,1.959,,,,47.3927243,4.1602317,1
21540 Sombernon,Bourgogne-Franche-Comté,Côte-d'Or,1.859,1.909,1.855,,1.814,,47.314499999999995,4.709,2
21560 Arc-sur-Tille,Bourgogne-Franche-Comté,Côte-d'Or,1.835,1.865,,1.0,1.795,,47.347,5.18,1
21600 Longvic,Bourgogne-Franche-Comté,Côte-d'Or,1.973,2.0395,,1.049,1.983,,47.286930000000005,5.060770000000001,3
21610 Fontaine-Française,Bourgogne-Franche-Comté,Côte-d'Or,1.839,1.889,,0.998,1.809,,47.525,5.362,1
21640 Gilly-lès-Cîteaux,Bourgogne-Franche-Comté,Côte-d'Or,1.969,,1.979,0.999,,,47.179,4.966,1
21700 Corgoloin,Bourgogne-Franche-Comté,Côte-d'Or,1.947,1.99,1.961,,,,47.097,4.913,1
21700 Nuits-Saint-Georges,Bourgogne-Franche-Comté,Côte-d'Or,1.8623333333333332,1.899,1.8639999999999999,0.998,1.8039999999999998,,47.138666666666666,4.9543333333333335,3
21800 Chevigny-Saint-Sauveur,Bourgogne-Franche-Comté,Côte-d'Or,1.854,1.899,1.849,0.999,1.799,,47.3025565005915,5.124231845308,2
21800 Quetigny,Bourgogne-Franche-Comté,Côte-d'Or,1.833,1.8675000000000002,1.821,0.994,1.7965,,47.309075,5.1058699999999995,2
21800 Sennecey-lès-Dijon,Bourgogne-Franche-Comté,Côte-d'Or,1.849,1.899,,0.999,1.819,,47.29,5.1,1
21850 Saint-Apollinaire,Bourgogne-Franche-Comté,Côte-d'Or,1.825,1.85,1.819,,1.785,,47.333,5.092,1
21910 Noiron-sous-Gevrey,Bourgogne-Franche-Comté,Côte-d'Or,1.929,1.999,1.979,0.999,,,47.195,5.083,1
22000 Saint-Brieuc,Bretagne,Côtes-d'Armor,1.8719999999999999,1.90475,1.896,0.994,1.82575,0.944,48.509284,-2.756836,5
22100 Dinan,Bretagne,Côtes-d'Armor,1.8655,1.9015,1.805,0.994,1.929,,48.448975000000004,-2.0631649999999997,2
22100 Lanvallay,Bretagne,Côtes-d'Armor,1.8626666666666667,1.941,1.8275000000000001,2.029,2.029,0.989,48.455266534398504,-2.021675441757775,4
22100 Quévert,Bretagne,Côtes-d'Armor,1.82,1.871,1.848,,1.819,,48.464,-2.087,1
22100 Taden,Bretagne,Côtes-d'Armor,1.794,1.829,,0.998,1.799,,48.471,-2.044,1
22110 Plouguernével,Bretagne,Côtes-d'Armor,1.799,1.815,,,1.779,,48.242216194891,-3.296166474018,1
22110 Rostrenen,Bretagne,Côtes-d'Armor,1.825,1.835,,,1.799,0.959,48.23682,-3.31209,1
22120 Hillion,Bretagne,Côtes-d'Armor,2.062,2.079,,1.095,2.018,0.987,48.479,-2.625,1
22120 Quessoy,Bretagne,Côtes-d'Armor,1.824,1.889,,,1.809,,48.422,-2.656,1
22120 Yffiniac,Bretagne,Côtes-d'Armor,1.8515000000000001,2.0395,2.17,0.969,1.799,1.069,48.4815,-2.65989,2
22130 Pluduno,Bretagne,Côtes-d'Armor,1.777,1.776,,,1.762,0.965,48.525,-2.252,1
22130 Saint-Lormel,Bretagne,Côtes-d'Armor,1.777,1.776,,0.998,1.762,,48.525,-2.241,1
22140 Bégard,Bretagne,Côtes-d'Armor,1.829,1.859,,,1.799,,48.623,-3.296,1
22140 Landebaëron,Bretagne,Côtes-d'Armor,1.947,,1.967,,,,48.641428602430004,-3.1893220909409,1
22150 Plouguenast-Langast,Bretagne,Côtes-d'Armor,1.879,1.959,1.869,,,,48.281,-2.702,1
22150 Plœuc-L'Hermitage,Bretagne,Côtes-d'Armor,1.859,1.86,,,1.815,,48.35079047,-2.76064927,1
22160 Callac,Bretagne,Côtes-d'Armor,1.847,1.879,1.849,0.998,1.809,,48.403999999999996,-3.4320000000000004,2
22170 Châtelaudren-Plouagat,Bretagne,Côtes-d'Armor,1.829,1.918,1.833,,,,48.537405899999996,-2.9949214,1
22170 Plerneuf,Bretagne,Côtes-d'Armor,1.837,1.913,,,1.823,0.939,48.525,-2.889,1
22190 Plérin,Bretagne,Côtes-d'Armor,1.806,1.811,,0.954,1.773,,48.534,-2.76,1
22200 Grâces,Bretagne,Côtes-d'Armor,1.887,1.874,1.875,1.15,1.8900000000000001,0.917,48.556780255350006,-3.161798660915,2
22200 Guingamp,Bretagne,Côtes-d'Armor,1.8985,1.9205,,,1.884,,48.56,-3.1470000000000002,2
22200 Ploumagoar,Bretagne,Côtes-d'Armor,1.781,1.837,1.795,,1.761,,48.553,-3.149,1
22210 Plémet,Bretagne,Côtes-d'Armor,1.802,1.86,,,1.761,,48.17281,-2.5987,1
22220 Minihy-Tréguier,Bretagne,Côtes-d'Armor,1.835,1.857,,,1.819,,48.7793,-3.24469,1
22220 Tréguier,Bretagne,Côtes-d'Armor,1.815,1.857,1.827,0.985,,,48.778,-3.232,1
22230 Merdrignac,Bretagne,Côtes-d'Armor,1.8795000000000002,1.9475,1.849,,1.858,,48.193003364819,-2.41080753971175,2
22240 Fréhel,Bretagne,Côtes-d'Armor,1.952,,1.945,,,,48.627833653794,-2.3617509440674,1
22240 Plurien,Bretagne,Côtes-d'Armor,1.937,1.99,,,1.899,,48.627,-2.405,1
22250 Broons,Bretagne,Côtes-d'Armor,1.799,1.849,1.819,0.998,,,48.319626460274996,-2.25040623132355,2
22260 Pontrieux,Bretagne,Côtes-d'Armor,1.901,,1.891,,1.876,,48.69621,-3.16593,1
22270 Jugon-les-Lacs - Commune nouvelle,Bretagne,Côtes-d'Armor,1.929,2.002,1.912,,,,48.409,-2.324,1
22290 Lanvollon,Bretagne,Côtes-d'Armor,1.825,1.85,1.811,,1.778,,48.633,-2.979,1
22290 Pléhédel,Bretagne,Côtes-d'Armor,1.941,1.99,,,1.937,0.88,48.705,-3.022,1
22290 Tressignaux,Bretagne,Côtes-d'Armor,1.92,1.96,1.94,,,,48.61370743769999,-2.9640298312400004,1
22300 Lannion,Bretagne,Côtes-d'Armor,1.8113333333333335,1.8661666666666668,1.82,0.9744999999999999,1.7881666666666665,1.029,48.73706584000001,-3.4489865566666666,6
22300 Ploubezre,Bretagne,Côtes-d'Armor,1.874,1.886,,0.998,1.835,,48.714,-3.454,1
22300 Ploulec'h,Bretagne,Côtes-d'Armor,1.797,1.86,,0.998,1.779,,48.721,-3.482,1
22310 Plestin-les-Grèves,Bretagne,Côtes-d'Armor,1.799,1.859,,0.995,1.769,,48.657,-3.633,1
22320 Corlay,Bretagne,Côtes-d'Armor,,,,,,,48.3163856,-3.0555836,1
22350 Caulnes,Bretagne,Côtes-d'Armor,1.819,1.849,,,1.799,,48.291,-2.152,1
22350 Saint-Jouan-de-l'Isle,Bretagne,Côtes-d'Armor,1.909,1.999,,,1.909,,48.27402585,-2.1864875602089,1
22360 Langueux,Bretagne,Côtes-d'Armor,1.792,1.849,,0.996,1.802,,48.496,-2.728,1
22370 Pléneuf-Val-André,Bretagne,Côtes-d'Armor,1.787,,1.819,0.989,1.767,,48.58111,-2.53447,1
22390 Bourbriac,Bretagne,Côtes-d'Armor,1.879,1.929,1.909,,,,48.478,-3.186,1
22400 Coëtmieux,Bretagne,Côtes-d'Armor,1.843,,,,1.832,0.979,48.477,-2.586,1
22400 Lamballe-Armor,Bretagne,Côtes-d'Armor,1.8146,1.873,1.849,0.996,1.80775,,48.478853722304,-2.52590533997465,6
22410 Saint-Quay-Portrieux,Bretagne,Côtes-d'Armor,1.825,1.851,,,1.799,,48.659,-2.853,1
22420 Plouaret,Bretagne,Côtes-d'Armor,1.929,,,1.029,1.909,,48.6087,-3.47749,1
22430 Erquy,Bretagne,Côtes-d'Armor,,1.889,,1.019,1.769,,48.622,-2.439,1
22440 Ploufragan,Bretagne,Côtes-d'Armor,1.8,1.863,,0.954,1.782,,48.5,-2.777,1
22440 Trémuson,Bretagne,Côtes-d'Armor,1.83,,,,1.799,,48.52276,-2.85671,1
22460 Uzel,Bretagne,Côtes-d'Armor,1.9874999999999998,2.0205,2.049,,1.9660000000000002,,48.284,-2.833,2
22470 Plouézec,Bretagne,Côtes-d'Armor,1.839,1.859,,,1.799,,48.746461270705,-2.9823067889024997,1
22480 Saint-Nicolas-du-Pélem,Bretagne,Côtes-d'Armor,1.888,1.9369999999999998,1.845,,1.917,,48.3083488126,-3.1599886877100003,2
22490 Plouër-sur-Rance,Bretagne,Côtes-d'Armor,1.805,1.875,1.819,0.999,,,48.5322674691,-2.00716761564,1
22500 Paimpol,Bretagne,Côtes-d'Armor,1.86775,1.9209999999999998,1.9143333333333334,1.275,1.81,,48.773616000000004,-3.044744,5
22520 Binic-Étables-sur-Mer,Bretagne,Côtes-d'Armor,1.819,1.869,,0.998,1.799,,48.61177,-2.83098,1
22530 Guerlédan,Bretagne,Côtes-d'Armor,1.844,1.906,,,1.824,,48.198,-2.987,1
22540 Louargat,Bretagne,Côtes-d'Armor,1.895,1.926,,,1.859,,48.57,-3.339,1
22550 Matignon,Bretagne,Côtes-d'Armor,1.875,1.909,,0.999,1.819,,48.6,-2.287,1
22560 Trébeurden,Bretagne,Côtes-d'Armor,1.797,1.86,,0.998,1.779,,48.77,-3.571,1
22570 Bon Repos sur Blavet,Bretagne,Côtes-d'Armor,1.947,1.99,,,1.914,,48.227,-3.176,1
22580 Plouha,Bretagne,Côtes-d'Armor,1.857,1.844,1.82,,,,48.691,-2.933,1
22590 Pordic,Bretagne,Côtes-d'Armor,1.819,1.869,,0.998,1.799,,48.572,-2.822,1
22600 Loudéac,Bretagne,Côtes-d'Armor,1.9066666666666665,1.9245,1.9162,0.951,1.82125,0.969,48.1807298693905,-2.7424193395765832,6
22610 Pleubian,Bretagne,Côtes-d'Armor,1.859,1.948,1.898,,,,48.844,-3.137,1
22630 Évran,Bretagne,Côtes-d'Armor,1.885,,1.899,,,,48.37711932,-1.9751948000000001,1
22640 Plestan,Bretagne,Côtes-d'Armor,1.967,,1.986,,,,48.423,-2.445,1
22640 Plénée-Jugon,Bretagne,Côtes-d'Armor,1.837,1.888,,,1.828,,48.368,-2.396,1
22650 Beaussais-sur-Mer,Bretagne,Côtes-d'Armor,1.9445000000000001,1.9689999999999999,1.924,,1.917,,48.5785,-2.144,2
22680 Binic-Étables-sur-Mer,Bretagne,Côtes-d'Armor,1.829,1.945,,1.025,1.845,,48.644,-2.837,1
22700 Perros-Guirec,Bretagne,Côtes-d'Armor,1.927,1.99,1.956,,,,48.8,-3.443,1
22700 Saint-Quay-Perros,Bretagne,Côtes-d'Armor,1.829,1.859,,,1.799,,48.787,-3.448,1
22710 Penvénan,Bretagne,Côtes-d'Armor,1.839,1.869,1.849,,,,48.80248,-3.30911,1
22730 Trégastel,Bretagne,Côtes-d'Armor,1.797,1.86,1.82,0.951,,,48.824,-3.498,1
22800 Quintin,Bretagne,Côtes-d'Armor,1.804,1.882,,,1.8,,48.40807360198001,-2.9186782083897,1
22800 Saint-Brandan,Bretagne,Côtes-d'Armor,1.8,1.88,,,1.784,,48.4,-2.9,1
22810 Plounévez-Moëdec,Bretagne,Côtes-d'Armor,1.937,1.99,,0.994,1.942,,48.54944,-3.45286,1
22830 Plouasne,Bretagne,Côtes-d'Armor,1.895,,1.889,,,,48.299,-2.003,1
22940 Plaintel,Bretagne,Côtes-d'Armor,1.838,1.893,,0.998,1.83,,48.415,-2.822,1
22950 Trégueux,Bretagne,Côtes-d'Armor,1.839,,1.839,,1.819,,48.49104,-2.76346,1
22960 Plédran,Bretagne,Côtes-d'Armor,1.889,1.919,,,1.859,,48.445538320000004,-2.7512954499999998,1
22970 Ploumagoar,Bretagne,Côtes-d'Armor,1.837,1.903,,0.994,1.822,,48.557,-3.129,1
22980 Plélan-le-Petit,Bretagne,Côtes-d'Armor,1.806,1.848,,0.998,1.784,,48.432,-2.217,1
23000 Guéret,Nouvelle-Aquitaine,Creuse,1.87275,1.9473333333333331,1.8383333333333332,,1.863,,46.170249999999996,1.87775,4
23000 Saint-Sulpice-le-Guérétois,Nouvelle-Aquitaine,Creuse,2.039,2.073,,1.135,2.023,0.987,46.183,1.846,1
23000 Sainte-Feyre,Nouvelle-Aquitaine,Creuse,1.821,,,0.998,1.795,,46.176728050277994,1.8979191984533998,1
23110 Évaux-les-Bains,Nouvelle-Aquitaine,Creuse,1.919,,1.879,,1.849,,46.16913,2.48273,1
23130 Chénérailles,Nouvelle-Aquitaine,Creuse,1.899,1.919,1.869,,,,46.108378471703,2.178214427131,1
23140 Parsac-Rimondeix,Nouvelle-Aquitaine,Creuse,1.987,1.99,,1.179,1.932,1.034,46.1961564503,2.18365471322,1
23150 Ahun,Nouvelle-Aquitaine,Creuse,1.859,1.881,,0.998,1.824,,46.078,2.044,1
23170 Chambon-sur-Voueize,Nouvelle-Aquitaine,Creuse,1.869,1.919,,,1.849,,46.186,2.43,1
23200 Aubusson,Nouvelle-Aquitaine,Creuse,1.881,1.9060000000000001,1.88,0.998,1.843,,45.956,2.1825,2
23210 Bénévent-l'Abbaye,Nouvelle-Aquitaine,Creuse,1.86,,1.88,,,,46.116,1.624,1
23220 Bonnat,Nouvelle-Aquitaine,Creuse,1.859,1.899,,0.999,1.839,,46.316,1.916,1
23230 Gouzon,Nouvelle-Aquitaine,Creuse,1.879,1.919,1.869,,,,46.19516,2.23891,1
23240 Le Grand-Bourg,Nouvelle-Aquitaine,Creuse,1.889,,1.877,1.069,,,46.1663448197,1.64844994641,1
23250 Sardent,Nouvelle-Aquitaine,Creuse,1.822,,,0.995,1.825,,46.043,1.878,1
23290 Fursac,Nouvelle-Aquitaine,Creuse,1.93,1.96,,,1.91,,46.15,1.51,1
23300 La Souterraine,Nouvelle-Aquitaine,Creuse,1.8630000000000002,1.94,1.866,1.012,1.8445,,46.23452580301301,1.4890725064881334,3
23300 Saint-Maurice-la-Souterraine,Nouvelle-Aquitaine,Creuse,2.1,,,,,,46.20444,1.38583,1
23320 Saint-Vaury,Nouvelle-Aquitaine,Creuse,1.869,,1.889,,1.869,,46.2,1.76,1
23400 Bourganeuf,Nouvelle-Aquitaine,Creuse,1.872,1.922,1.894,,,,45.95971,1.75988,1
23500 Felletin,Nouvelle-Aquitaine,Creuse,1.889,1.889,1.869,,,,45.888,2.176,1
23600 Boussac,Nouvelle-Aquitaine,Creuse,1.8940000000000001,1.9540000000000002,1.929,,,,46.3495,2.216,2
23700 Auzances,Nouvelle-Aquitaine,Creuse,1.849,1.899,,0.999,1.829,,46.027,2.4965,2
23800 Dun-le-Palestel,Nouvelle-Aquitaine,Creuse,1.823,1.875,,,1.801,,46.303,1.669,1
24000 Périgueux,Nouvelle-Aquitaine,Dordogne,1.8323333333333334,1.959,1.806,0.973,1.82,,45.193101000000006,0.7054926666666667,3
24100 Bergerac,Nouvelle-Aquitaine,Dordogne,1.8497,1.8981000000000001,1.8633333333333333,1.0345,1.830111111111111,0.9123333333333333,44.8482219586293,0.48694986619854796,10
24100 Creysse,Nouvelle-Aquitaine,Dordogne,1.82,1.864,1.842,0.999,1.801,0.949,44.849,0.538,1
24110 Saint-Astier,Nouvelle-Aquitaine,Dordogne,1.79,1.828,,0.955,1.745,0.975,45.1470585558335,0.5253309068249801,2
24120 La Feuillade,Nouvelle-Aquitaine,Dordogne,1.885,1.905,,0.998,1.851,,45.124,1.408,1
24120 Terrasson-Lavilledieu,Nouvelle-Aquitaine,Dordogne,1.8833333333333335,1.917,,,1.8343333333333334,1.004,45.12833333333333,1.3103333333333333,3
24130 La Force,Nouvelle-Aquitaine,Dordogne,1.969,1.999,1.989,,,,44.87,0.377,1
24130 Prigonrieux,Nouvelle-Aquitaine,Dordogne,1.849,1.889,1.859,1.029,,,44.853688478137,0.40039274488292004,1
24150 Lalinde,Nouvelle-Aquitaine,Dordogne,1.9515,2.0085,2.032,0.998,1.839,,44.8365,0.7375,2
24160 Saint-Martial-d'Albarède,Nouvelle-Aquitaine,Dordogne,1.876,1.915,,,1.828,,45.33308,1.04339,1
24170 Pays de Belvès,Nouvelle-Aquitaine,Dordogne,1.93,1.99,,0.994,1.917,,44.771,1.011,1
24170 Siorac-en-Périgord,Nouvelle-Aquitaine,Dordogne,1.878,1.918,1.899,,,,44.81019,0.98906999999998,1
24190 Neuvic,Nouvelle-Aquitaine,Dordogne,1.839,1.869,1.859,,,,45.097,0.475,1
24200 Sarlat-la-Canéda,Nouvelle-Aquitaine,Dordogne,1.8716666666666668,1.9216666666666666,1.888,0.945,1.849,0.99,44.89783,1.21614,3
24210 Thenon,Nouvelle-Aquitaine,Dordogne,1.8795,1.9245,1.94,,1.829,,45.141391059713,1.06945949444275,2
24220 Saint-Cyprien,Nouvelle-Aquitaine,Dordogne,1.878,1.918,1.899,,,,44.8621337672,1.03980008932,1
24230 Montcaret,Nouvelle-Aquitaine,Dordogne,1.99,,1.958,,,,44.853235666555,0.06675046776496299,1
24230 Vélines,Nouvelle-Aquitaine,Dordogne,1.889,1.899,1.875,,,,44.8520145,0.1036584,1
24240 Sigoulès-et-Flaugeac,Nouvelle-Aquitaine,Dordogne,1.889,1.899,1.869,,,,44.75739933224,0.41106265064555003,1
24250 Cénac-et-Saint-Julien,Nouvelle-Aquitaine,Dordogne,1.869,1.919,1.889,,,,44.797,1.204,1
24250 Groléjac,Nouvelle-Aquitaine,Dordogne,1.954,1.99,1.927,0.994,,,44.820868467717006,1.2905781261784,1
24250 La Roque-Gageac,Nouvelle-Aquitaine,Dordogne,1.99,,1.99,,1.979,,44.814,1.212,1
24260 Le Bugue,Nouvelle-Aquitaine,Dordogne,1.879,1.919,,,1.859,,44.914,0.925,1
24270 Lanouaille,Nouvelle-Aquitaine,Dordogne,1.9245,1.899,1.962,,1.819,,45.3901069609185,1.137976212505,2
24270 Savignac-Lédrier,Nouvelle-Aquitaine,Dordogne,1.989,2.049,1.999,,,,45.396,1.209,1
24290 Montignac-Lascaux,Nouvelle-Aquitaine,Dordogne,1.879,1.919,,0.998,1.839,,45.05862,1.15415,1
24300 Nontron,Nouvelle-Aquitaine,Dordogne,1.8775,1.9365,1.9064999999999999,,1.867,,45.53718,0.6666099999999999,2
24300 Saint-Martial-de-Valette,Nouvelle-Aquitaine,Dordogne,1.962,1.99,,0.994,1.918,,45.52,0.655,1
24310 Brantôme en Périgord,Nouvelle-Aquitaine,Dordogne,1.8993333333333335,1.999,1.968,0.985,1.829,,45.367349999999995,0.6506379999999999,3
24320 La Tour-Blanche-Cercles,Nouvelle-Aquitaine,Dordogne,1.933,1.939,1.905,,,,45.36588,0.44451,1
24330 Boulazac Isle Manoire,Nouvelle-Aquitaine,Dordogne,1.905,1.963,,1.069,1.8775,0.975,45.1445,0.803,2
24330 Saint-Pierre-de-Chignac,Nouvelle-Aquitaine,Dordogne,1.959,2.009,1.979,,,,45.123,0.86,1
24340 Mareuil en Périgord,Nouvelle-Aquitaine,Dordogne,1.919,1.949,1.899,,,,45.447,0.467,1
24350 Tocane-Saint-Apre,Nouvelle-Aquitaine,Dordogne,1.838,,1.854,,,,45.25805,0.50632,1
24360 Piégut-Pluviers,Nouvelle-Aquitaine,Dordogne,1.859,1.919,1.889,,1.859,,45.62,0.699,1
24380 Vergt,Nouvelle-Aquitaine,Dordogne,1.859,1.899,,0.998,1.845,,45.023,0.711,1
24390 Hautefort,Nouvelle-Aquitaine,Dordogne,1.871,,1.879,0.998,1.839,,45.2668128926,1.13778022236,1
24400 Saint-Médard-de-Mussidan,Nouvelle-Aquitaine,Dordogne,1.817,1.8719999999999999,1.895,,1.7985,1.0,45.03733333333333,0.3423333333333334,3
24410 Saint Aulaye-Puymangou,Nouvelle-Aquitaine,Dordogne,1.94,1.979,1.951,,,,45.168,0.081,1
24420 Sarliac-sur-l'Isle,Nouvelle-Aquitaine,Dordogne,1.965,1.99,,,1.915,,45.235,0.873,1
24430 Marsac-sur-l'Isle,Nouvelle-Aquitaine,Dordogne,1.9055,1.848,1.99,0.952,1.777,0.975,45.19546996885,0.658540960888,2
24440 Beaumontois en Périgord,Nouvelle-Aquitaine,Dordogne,1.878,1.934,1.886,,,,44.75319,0.77283,1
24450 La Coquille,Nouvelle-Aquitaine,Dordogne,1.869,1.879,1.849,,,,45.539,0.976,1
24460 Agonac,Nouvelle-Aquitaine,Dordogne,1.96,,1.98,,,,45.2927692,0.7516924,1
24460 Négrondes,Nouvelle-Aquitaine,Dordogne,1.99,1.99,1.99,,,,45.344,0.869,1
24470 Saint-Pardoux-la-Rivière,Nouvelle-Aquitaine,Dordogne,1.894,1.964,1.934,,,,45.49458,0.74633,1
24480 Le Buisson-de-Cadouin,Nouvelle-Aquitaine,Dordogne,1.99,1.99,1.99,,,,44.8465,0.905,2
24490 La Roche-Chalais,Nouvelle-Aquitaine,Dordogne,1.811,1.932,1.906,0.998,1.787,1.023,45.146,0.005,1
24500 Eymet,Nouvelle-Aquitaine,Dordogne,1.919,1.95,1.935,,,,44.674,0.405,1
24550 Villefranche-du-Périgord,Nouvelle-Aquitaine,Dordogne,1.86,1.98,,,1.87,,44.638552720827,1.0608409067322,1
24580 Rouffignac-Saint-Cernin-de-Reilhac,Nouvelle-Aquitaine,Dordogne,1.88,1.91,1.88,,,,45.043,0.981,1
24590 Salignac-Eyvigues,Nouvelle-Aquitaine,Dordogne,1.773,1.82,,,1.745,,44.974,1.321,1
24600 Ribérac,Nouvelle-Aquitaine,Dordogne,1.785,1.834,1.805,0.998,1.7665,,45.242999999999995,0.344,2
24620 Les Eyzies,Nouvelle-Aquitaine,Dordogne,1.998,,2.018,,,,44.935,1.02,1
24620 Tursac,Nouvelle-Aquitaine,Dordogne,1.85,,1.95,,,,44.97,1.044,1
24650 Marsac-sur-l'Isle,Nouvelle-Aquitaine,Dordogne,1.826,1.867,,,1.81,,45.2,0.668,1
24660 Coulounieix-Chamiers,Nouvelle-Aquitaine,Dordogne,1.842,1.898,1.848,,,,45.171,0.689,1
24660 Sanilhac,Nouvelle-Aquitaine,Dordogne,1.843,1.899,1.849,,,,45.136,0.701,1
24700 Montpon-Ménestérol,Nouvelle-Aquitaine,Dordogne,1.829,1.856,,,1.8,1.0,45.009,0.152,1
24750 Boulazac Isle Manoire,Nouvelle-Aquitaine,Dordogne,1.8145,1.8725,1.806,0.952,1.8005,0.975,45.183,0.7605,2
24750 Trélissac,Nouvelle-Aquitaine,Dordogne,1.842666666666667,1.8645,1.806,0.952,1.8259999999999998,0.97,45.19611333333334,0.7541133333333333,3
24800 Thiviers,Nouvelle-Aquitaine,Dordogne,1.8490000000000002,1.9020000000000001,1.8824999999999998,,,,45.418780726325494,0.92002665696259,2
25000 Besançon,Bourgogne-Franche-Comté,Doubs,1.8984545454545454,1.960625,1.849,1.0158333333333334,1.873,,47.238172961009006,5.991876197296584,12
25110 Autechaux,Bourgogne-Franche-Comté,Doubs,1.959,1.999,,0.999,1.979,,47.3777875,6.3776164115731,1
25110 Baume-les-Dames,Bourgogne-Franche-Comté,Doubs,1.88325,1.8685,1.8826666666666665,0.9956666666666667,1.8036666666666665,0.999,47.349727212425,6.3539859564225,4
25115 Pouilley-les-Vignes,Bourgogne-Franche-Comté,Doubs,1.869,1.899,1.859,0.999,,,47.258,5.927,1
25120 Maîche,Bourgogne-Franche-Comté,Doubs,1.904,,1.909,,1.874,,47.2495,6.806,2
25130 Villers-le-Lac,Bourgogne-Franche-Comté,Doubs,1.929,1.999,1.939,,,,47.057787912386004,6.670182578827999,1
25150 Pont-de-Roide-Vermondans,Bourgogne-Franche-Comté,Doubs,1.9144999999999999,1.872,1.893,,1.796,,47.39,6.771,2
25150 Écot,Bourgogne-Franche-Comté,Doubs,2.089,2.14,,1.285,2.01,,47.441037997848994,6.7291635015748,1
25200 Courcelles-lès-Montbéliard,Bourgogne-Franche-Comté,Doubs,1.899,1.918,,0.999,1.86,,47.509,6.779,1
25200 Montbéliard,Bourgogne-Franche-Comté,Doubs,1.8596666666666668,1.9086666666666667,1.8575,0.973,1.821,0.999,47.511680000000005,6.810633333333333,3
25210 Le Russey,Bourgogne-Franche-Comté,Doubs,1.9224999999999999,1.999,1.949,0.997,1.8984999999999999,,47.156411888600005,6.725612003385,2
25220 Chalezeule,Bourgogne-Franche-Comté,Doubs,1.9065,1.9265,,,1.834,,47.26388386,6.06263289,2
25220 Roche-lez-Beaupré,Bourgogne-Franche-Comté,Doubs,1.889,1.919,1.869,,1.819,,47.273,6.102,1
25230 Seloncourt,Bourgogne-Franche-Comté,Doubs,1.868,1.887,,,1.839,,47.459,6.867,1
25240 Mouthe,Bourgogne-Franche-Comté,Doubs,1.939,1.999,1.969,,,,46.716,6.196,1
25250 L'Isle-sur-le-Doubs,Bourgogne-Franche-Comté,Doubs,1.847,1.881,,0.999,1.807,,47.446720633199995,6.57943380782,1
25270 Levier,Bourgogne-Franche-Comté,Doubs,1.939,1.999,1.979,,,,46.954,6.128,1
25270 Villers-sous-Chalamont,Bourgogne-Franche-Comté,Doubs,,,2.05,,,,46.903250683094,6.042440154494099,1
25290 Ornans,Bourgogne-Franche-Comté,Doubs,1.949,1.999,1.979,,,,47.10754295025,6.128559515565,2
25300 Doubs,Bourgogne-Franche-Comté,Doubs,1.829,1.869,1.839,,,,46.922,6.343,1
25300 Houtaud,Bourgogne-Franche-Comté,Doubs,1.827,1.867,1.835,,1.784,,46.914,6.319,1
25300 Les Fourgs,Bourgogne-Franche-Comté,Doubs,1.869,,1.889,,,,46.842,6.395,1
25300 Pontarlier,Bourgogne-Franche-Comté,Doubs,1.8719999999999999,1.9335,1.961,1.159,1.8820000000000001,,46.902,6.347250000000001,4
25320 Chemaudin et Vaux,Bourgogne-Franche-Comté,Doubs,1.937,1.99,,,1.907,,47.205,5.887,1
25320 Montferrand-le-Château,Bourgogne-Franche-Comté,Doubs,1.884,1.897,1.878,,,,47.188,5.912,1
25330 Amancey,Bourgogne-Franche-Comté,Doubs,1.933,1.957,1.928,,,,47.03835,6.06985,1
25340 Pays-de-Clerval,Bourgogne-Franche-Comté,Doubs,1.959,1.999,1.979,,,,47.394,6.498,1
25350 Mandeure,Bourgogne-Franche-Comté,Doubs,1.889,1.999,,,1.849,,47.448,6.813,1
25370 Les Hôpitaux-Neufs,Bourgogne-Franche-Comté,Doubs,1.889,1.929,1.889,,,,46.77182,6.37855,1
25390 Orchamps-Vennes,Bourgogne-Franche-Comté,Doubs,1.899,1.909,1.879,,,,47.129,6.522,1
